service,endpoint,type,layer,count,mean_latency,variance,stddev,cov
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9fc2b5a1-bb0e-4379-9a67-698157431bcc","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/926db11b-a4d0-4cfe-8c99-d3deb3f55cde","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/926db11b-a4d0-4cfe-8c99-d3deb3f55cde","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/0fb04eeb-46b0-4ea7-b87d-8f1b5f768bbd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/99c8e92a-868e-4405-b228-fdd0613db282","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/e9c5b97f-fc9d-4b9c-848f-8c99235d8ad3","UNKNOWN_TYPE","UNKNOWN_LAYER",1,8.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/e3156032-eefa-4f13-9f27-f6f62127c587","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/69d77882-1096-426b-ba72-94f6d3c27f9f","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/8ce7ab52-8e9d-4089-9af3-941326a262bb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,7.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/96c68446-5fdf-45b5-91cb-81ae2473157d","UNKNOWN_TYPE","UNKNOWN_LAYER",1,6.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/a2e8b0e9-2fea-48f4-a8b5-3c2317a88a04","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/07e515ef-6eeb-4af9-b303-3a25d8e8107b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/6662b885-3ac8-4172-8e84-d30fd58ad7e3","UNKNOWN_TYPE","UNKNOWN_LAYER",1,7.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/20f35df4-9a07-4db7-a296-50f10bcd9678","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/20f35df4-9a07-4db7-a296-50f10bcd9678","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/0e43732e-0c56-4101-8629-a2ad44418bcd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,84.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/78249eb3-2145-4443-85d6-dbc7a72804d9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7ff76873-6d89-4ecb-a3da-f988583726ff","UNKNOWN_TYPE","UNKNOWN_LAYER",1,7.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7af38a60-00f8-443b-9645-e2970a99d301","UNKNOWN_TYPE","UNKNOWN_LAYER",1,6.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/f883686f-fa15-4c27-acea-b0e6832bdd03","UNKNOWN_TYPE","UNKNOWN_LAYER",1,6.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/d98da265-9c86-4808-92ec-a7dfe90a0ae8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/69edb3e4-297b-4d3f-a77d-5ce78fd5fb17","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/4c62e81a-1aa6-45b3-8ce7-f63527a8929c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/1691e81b-55b8-4c4b-8727-65e7fae0be3e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/5828da8b-5525-4445-93a4-3cb94feab293","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/0ff38248-b2ae-4dc9-92c5-70ce0dbad5a4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/a328f750-fc07-420a-a9b0-4d0308ede8e7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/4ec42973-9f26-45b3-9ab8-6b7b9279772c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/20ec49d2-3ea3-4d9b-9f21-dd644caa15ad","UNKNOWN_TYPE","UNKNOWN_LAYER",1,7.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/913948de-f4bd-46f1-9be1-09607b218503","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f87e50ee-dc3d-44e2-8b0e-61aad5605645","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/812ef147-8724-4f89-a0f8-69e72a839e40","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2500b4a7-6f03-42d2-ad2d-3611aac4d4aa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/2500b4a7-6f03-42d2-ad2d-3611aac4d4aa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2d566a0d-e7bd-450e-9d5d-e9c4eb179550","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/f3be8dd0-6d45-4c2b-8dcf-b439a6829b68","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/0d0fd3a9-4072-4236-9869-740f7e38fc98","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/fc064001-daec-4153-8450-8d40f79e9b9c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/3c0fbe79-dadb-4b91-a57a-109f96fa4e6d","UNKNOWN_TYPE","UNKNOWN_LAYER",1,21.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2d8d8097-c7c3-47ac-9d6c-329b31ca2c79","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7bac5313-55e0-4f7d-9420-f4670fe24c91","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f5e008f5-678b-4d6a-a175-22ea917bd299","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/305f88cf-5034-41e5-a37c-8a97578280fb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/246a3949-22d5-425c-8d04-aa9bd2815ab9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/0350ec42-02cd-47e4-a449-cb387cbc9f01","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/b9dc1573-1599-468f-9327-ea89907f5308","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d5b02605-a9a4-425b-b9c2-342a44b495cf","UNKNOWN_TYPE","UNKNOWN_LAYER",1,8.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/76e43a5e-bd43-498e-b573-dff8c046a363","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/e8673a1e-dda0-43d4-94cb-2f995f4d55ff","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/e601d0d8-5d8b-4379-b052-6711d4f3b56e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/88e09248-016c-4b8f-9698-2edd2c0a4db2","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d91c7bf8-a6ad-41c7-96e7-e413046562fd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/2a03b387-93a3-458d-9ae0-97443e813497","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ad261026-5a92-4fb9-b20f-5f0c6636de63","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/87016ac7-98f3-4199-bc4a-a93a2a229cc6","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/dd0b0448-41ee-4cb8-963c-f68b39b2555b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/4193c730-39c6-472e-a190-7e7c2e863f8c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/4193c730-39c6-472e-a190-7e7c2e863f8c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d75e9e47-1e0a-4335-8b0d-7c63111778d7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2b23526f-f846-41af-a917-dea05ce6fbf7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/57a3216d-679b-4053-816a-90d9c3427972","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/83866a6f-dcd6-482c-9b9e-fe8e277ec4e4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/7c895ef5-7396-4bb4-b1b7-af9138782890","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/fcdd1660-8183-4ac1-8d19-0654d698fe7f","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/ad600092-ed62-4005-a4cc-90be10dae663","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/b8bf25cb-d2ff-4205-9f55-f6b9a0a46576","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/23e72554-7450-49e4-9cbb-799d9c3d2c47","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7b027de1-14d5-4dca-ab02-113fa0ad44e7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/adb4adef-cf71-4ff2-939b-2c4792a54741","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ffec6f77-44da-41a9-a9a3-20e290308e64","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/abc5e2d4-de28-4df3-938d-35695ac4c5c6","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/3b3665d8-e603-4a7c-b8d0-803885203f21","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/eaa6510f-c3c8-4680-b2c3-b0a621a3d1a3","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/eaa6510f-c3c8-4680-b2c3-b0a621a3d1a3","UNKNOWN_TYPE","UNKNOWN_LAYER",1,13.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/46a6d961-cf45-441e-9352-5ea0a18ea11e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/b4865034-4d22-4c45-aec5-021e3fae168a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/0def9024-b98a-43d4-9301-82e526c3e7fb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/d05d7d65-cc4b-4bb1-b18a-a8ef66a1d631","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/5d5dfcb3-11c2-42dc-aec1-de29da983db4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/582314cf-a322-4c67-b0aa-86412eb45ade","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/039cd3d2-d627-42df-a9f4-303dae49f874","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/02e4adca-3985-48f6-8c90-42dae7d774dc","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f2199882-b5f5-4674-832a-6b79e8cf7dd9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/cad54c37-5175-4a3c-977f-439bbdd780e1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,16.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/393251ca-cef4-4e71-b9de-2ae0adb3afe9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/2f52542a-bd9e-4628-960d-6d2bf717775e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/0664bd77-9e4b-4166-8164-da953f2d126f","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/0664bd77-9e4b-4166-8164-da953f2d126f","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/43bcd911-1326-476c-93e0-4cbce04703cc","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9a9a5dc9-53ce-4fa7-9ed0-e9fcf0653820","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/97abf255-722b-4f49-acd5-b348c878d9a7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/386ca95d-b82c-4883-bc80-cdd8004c4601","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/5efb2732-74bb-451a-9904-f88669c936d5","UNKNOWN_TYPE","UNKNOWN_LAYER",1,13.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/07bafef4-86db-4884-9a6d-277346ad7311","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/aee76d81-9294-4291-8d5a-c0f85aba9a29","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7e1d4073-5183-4202-a02c-f0840f672b09","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/501d446b-4b0e-4815-b713-33a2ecbee4cb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/36a1fae7-585f-41b7-8035-493592b12038","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2dabd182-2702-45f6-b21a-7349b091a2c7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/cf0bafa7-a985-4835-ac04-7963c144bb2b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/c4e87ee9-b575-490d-9103-45f730ca28aa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/c4e87ee9-b575-490d-9103-45f730ca28aa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/41c66a59-88ef-4cc7-84ec-f68defa999f1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/4efae5de-1135-423b-a843-2db736f15aa1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/b4c3306c-f695-4a43-8f45-e0489ccdcdab","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/edf101b6-8501-41bb-8672-35432a803e8d","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/72ada413-c3b0-449c-b3e1-e40271756252","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/78ff711f-7301-44fd-9aac-9a93d2cf613a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ae3459f2-4882-49db-888e-e086cbb4079e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/6a2fc11d-d196-4c45-b0db-9e5a252222bb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/2588f32d-7c16-45a9-8a56-d9724f929c70","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/2588f32d-7c16-45a9-8a56-d9724f929c70","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/60e7459b-cc59-4ea6-8a17-41c04bc38f7e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/af234177-59e7-4419-a1e9-be0eb08374df","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/426e4476-a4b0-4bc8-b99f-199b4cf72915","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/cd1ad32c-338d-4ea8-bb2b-83231b86b193","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/18b04761-df98-40eb-b0eb-40d75fe63b8d","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
