service,endpoint,type,layer,count,mean_latency,variance,stddev,cov
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/bc0738c4-0473-4c2b-b0a8-fb2399894c0b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/65abd845-5b1d-4544-8a7f-e0903408f59e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f3060aff-a9f5-404c-8e9a-33847a3f375c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/71cc7db0-da9e-42f2-9942-c9ffc6646ef0","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/71cc7db0-da9e-42f2-9942-c9ffc6646ef0","UNKNOWN_TYPE","UNKNOWN_LAYER",1,33.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/7362e854-27d1-4475-949c-bfde48d77c9a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/a79f633c-71ed-4e9d-b667-a35655b95781","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/be33a8bd-047c-421d-baa0-e51e07db6c3c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d95a7b51-f05c-4b02-94ec-1ce693cc3dee","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/a0ab1fc1-1a45-4871-84dd-4dc592b2b514","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/03ba78ea-ddd4-4f63-aa91-b44016f9ebc2","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/100aed78-a34c-4c52-b171-989de3e22bb8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/100aed78-a34c-4c52-b171-989de3e22bb8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ec9dda3e-96ad-4b52-89e4-e6df2cd72c88","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/f66c05fb-2a79-46d2-9194-5336b117c1a7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/dc2bb595-5f5a-43f2-897b-2cb005cfe222","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/98ac39e0-b38f-4249-8217-b911dc9d34ab","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/5227bdd5-171c-4d2a-b6c8-ddacd06ebef4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/ff7f8583-9812-4f72-87fc-d311284278eb","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7613c49c-1faf-477d-b186-fc6f454e35b1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/7613c49c-1faf-477d-b186-fc6f454e35b1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/e2396f66-ec9e-4c2c-8454-b647c8ba0d34","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/d1326953-bdd1-44ce-a621-45b44a2aa79c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d1326953-bdd1-44ce-a621-45b44a2aa79c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f225344e-0887-4755-9111-e0000f31da37","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/4741d10e-df5c-4de7-9364-f792c95d8642","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/c23a5b43-3610-4b68-96b9-dd754252e3fe","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/84db6ebb-9551-442a-a201-caaae579882a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ce16e7b8-75bb-4e9b-8d76-c6f345ec4b99","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/a0306bec-4e6b-44e0-a1b1-7f491262601c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/10f5e1b0-4e52-4eba-9898-2828cfbc34c2","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ad64b3f6-36e5-41c0-86e9-3bdb19fd808a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/202a52a4-74ae-4f5f-880d-f96dc8d24583","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/7384126b-af84-4ed4-a957-ef35c31bfdfd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/220d220a-8cac-45a8-99fc-dc52ff4bddcd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/f5a169b1-6eaa-4391-bd2d-b1b021593ba0","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/a79c4b50-8d04-4987-a18b-aaaee75ca161","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/a79c4b50-8d04-4987-a18b-aaaee75ca161","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/54e85827-04f9-4502-8c15-ec9ebc4a1191","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/54e85827-04f9-4502-8c15-ec9ebc4a1191","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/5eb142a9-7b4c-4e09-a20c-f003e05e2b80","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/5eb142a9-7b4c-4e09-a20c-f003e05e2b80","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/dbd63004-f4ed-4089-bcd5-f67a14a3c261","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/5c4a2922-e4e6-43a5-b55f-1bc1621e2c1e","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/bd4c98b5-5d94-4234-b7a9-db592437023f","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/dca39d70-5a9b-45b0-9e4b-6109a8388c91","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/b28a8b80-7c28-4352-8297-09f86da5b921","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7e7fbfec-510f-45fe-bea4-aed0150ac2e9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/7caa7193-34cf-4f0b-a257-4d6ab31bfacd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/7caa7193-34cf-4f0b-a257-4d6ab31bfacd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/fb310dc7-cae1-493b-a73b-84f6c5da38f5","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/ae119ac7-90ce-421c-ba82-20032bcc84c8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/b7a6155d-6bd4-4333-8cd4-594bddbd93dd","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/3d336d89-412c-480d-bd03-13a2a97d44b8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/fa527883-25b7-4102-88b0-f3eda1714a50","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/52336938-0597-46e9-81eb-a87e90b1642c","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/ff54b62e-5569-44aa-9d06-633d6c66fe51","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/cad433b0-3b17-4269-be3b-c9b9bb6096d7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/61d13599-fdff-4637-957a-edd0baa8a703","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/3b3665d8-e603-4a7c-b8d0-803885203f21","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/bf80dba3-18cb-4f0b-ac22-f764e5c06736","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/89b12249-42dc-4afe-a8f0-66a1cfcd5897","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/c85d7f7e-314e-4909-964d-b0c077a6a613","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/c9694e8e-0127-4bba-a4fe-6539994c9cb8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/c9694e8e-0127-4bba-a4fe-6539994c9cb8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d1cdb5a5-32bb-4dbc-ad7a-52d8242956aa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/776c75e6-81d3-4dce-ad28-a839540b69b7","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/5d5dfcb3-11c2-42dc-aec1-de29da983db4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/22b2c715-44ae-47b6-afad-c74e070500c1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/039cd3d2-d627-42df-a9f4-303dae49f874","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d68904b7-e628-460d-bf46-15d89497fbba","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/d9269ef5-5650-45a2-a17c-af2685af8132","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/99464320-3128-410e-b195-61fa8c36290a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,0.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/a8b710d8-45f4-4587-abee-e988d2cfde38","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9a2050c9-1c2c-414c-8bc5-4e0c28a19b9a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/0cefbb48-6a2d-46c3-ae6a-9574d45fccfa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/02398ab6-4edc-48a3-a2c8-e0a6739532fe","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/9e989d55-43e9-4b5e-833e-faf3a59db24d","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/733bd54d-fb3b-40f1-9355-100b53fd16d6","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/10042c84-b207-43bb-a1ab-36a4ac1a2e9a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9bd3c40d-5e47-42bb-8b7b-bf32bbb6f276","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/1be01921-26b7-4720-b0cf-a72b961e41cc","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/c14ab499-cdb1-4cee-807a-e4f6e93f1d2b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/c14ab499-cdb1-4cee-807a-e4f6e93f1d2b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/e6f5d2ae-1a9d-4bdf-9804-4f0f7dd08538","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/cad54c37-5175-4a3c-977f-439bbdd780e1","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/d73a4801-ef9a-4458-988b-6bfe18ab78a6","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/aed8905f-6f49-42cc-8c7a-8e6d0520e4ae","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/33467b97-a18a-46ab-bf2f-14766a655210","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/4d2222ab-d78a-48b2-b462-de86088126fa","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/24c976c4-38df-4884-9602-f4536424e2e5","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/26b2939a-ed03-4f8e-8dd2-2aa14e10ecb3","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/6c84bf86-63ac-49d2-ab2a-38d09ff0bf2b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/cf507ab6-f542-492b-a44e-9f64b5f529b8","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/635b7687-92f3-4ed7-af59-3e4fdd8ac96b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/27f5f824-30ae-4c78-adfc-b446f9a548f0","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/04354e07-f31d-4544-a778-e9f8ede2ccba","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9dca2ef2-6f05-4dec-81d5-7eff7a4543a9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/9169d0f5-2f16-4f9d-905a-3fd78c2d5969","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/21db3b44-f7bb-419f-848a-494c123f6373","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/24189f91-5522-4e8a-88ae-3a03ea4867bc","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/d91e598b-b54f-4b90-900d-adfcaf53236b","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/f5abcb58-df11-478d-ae72-df1856213a20","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/4c2f269e-f578-4994-b1a1-359dd38a91a4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/fcfce499-a17c-4d0f-8add-dea4a2e94b06","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/48b7cdaa-13f6-493d-948f-c6fe2a74355a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/ada8493f-19ef-40f1-b898-5a4db7b72ca4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/1640d565-8c19-4e4e-8688-35f1d26a7935","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/744544f4-f77f-4392-b779-a0f0b62929d5","UNKNOWN_TYPE","UNKNOWN_LAYER",1,3.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/694ec8fb-92e5-4b12-9a85-61aca3383517","UNKNOWN_TYPE","UNKNOWN_LAYER",1,4.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/e6028c5f-e4d0-4c5a-b5e6-b942363b51f4","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f2627560-e7c1-4da4-ac38-56e564191580","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/27ad229a-b3c4-4cf6-8b9e-be7f274949ec","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/5ebf5269-2702-42fa-8901-98519524002a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtY2FuY2VsLXNlcnZpY2U=.1","POST:/api/v1/cancelservice/cancel/c0e0e44e-b74b-4a9a-b764-af037dde13a9","UNKNOWN_TYPE","UNKNOWN_LAYER",1,5.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/f3746c31-e643-4a26-8a5c-28c024d1e715","UNKNOWN_TYPE","UNKNOWN_LAYER",1,2.0,0.0,0.0,0.0
"dHMtZ2F0ZXdheS1zZXJ2aWNl.1","POST:/api/v1/cancelservice/cancel/53db93c7-e7a1-4ff7-89c1-00fdbff2a43a","UNKNOWN_TYPE","UNKNOWN_LAYER",1,1.0,0.0,0.0,0.0
